Id,EntityType,Name,PlantDef,X,Y,Width,Height,Angle,FillOverride,StrokeOverride,DatePlanted,AcquiredFrom,TimeAltered,TimeAdded
7145fb68-4893-413a-bca4-4f44cf5eda0c,0,,155,7130.6375592926943,3856.3389325717008,22.806168,23.683326999999998,0,,,2024-01-18 00:00:00.0000000,Home Depot,2024-01-19 06:42:03.8420739,2024-01-19 06:32:29.0651575
722399a7-0a95-4f22-9473-e17c94cb9edb,0,,34,605.69629999999995,675.02480000000003,32.744464999999998,32.138083999999999,0,,,2023-04-28 00:00:00.0000000,Plant Group Hawaii,2023-05-31 00:04:22.1439501,2023-05-23 03:57:42.6117031
72328b17-eef0-4b91-ab9a-dde9a7aa6785,0,,142,2660.1206920960954,372.59148321045507,41.697164968898051,35.113402079071875,0,,,2021-01-01 00:00:00.0000000,The Farm,2023-07-06 22:02:34.3952345,2023-07-06 22:02:32.0077347
73260476-5b80-4c21-8548-5fdeaae2fcca,0,,16,5412.2150000000001,2382.6642999999999,26.22268,26.22268,0,,,2022-04-23 00:00:00.0000000,Kona,2023-07-06 23:05:16.6283006,2023-07-03 23:18:19.8888027
736fd456-a3d5-4c9a-8b63-c86ba3b71990,0,,145,4044.9032999999999,1435.9910999999997,23.04317,20.848583000000001,0,,,2023-05-01 00:00:00.0000000,Gift,2023-10-21 18:32:18.0841482,2023-07-06 22:26:59.6426367
759ec1f5-0355-44fb-8f5c-07f0e31f50fd,0,,16,5973.1513999999997,2783.9087,32.397620000000003,32.397620000000003,0,,,2022-05-21 00:00:00.0000000,Kona,2023-07-23 18:05:13.3138034,2023-07-03 23:18:54.4976629
765b73eb-225f-4188-bb5c-6beccac96f02,0,Red Gin,16,1927.7778910579075,294.45263735880917,41.272509999999997,41.984107999999999,0,,,2022-09-03 00:00:00.0000000,Kona,2023-07-06 23:26:17.9913927,2023-04-30 23:43:02.4549044
77b72735-9488-49e5-9665-64baba79a1cd,0,,66,5070.6633251793392,2311.1437806915369,36.759341999999997,34.564754000000001,0,,,2023-04-14 00:00:00.0000000,Plant Group Hawaii,2023-10-24 01:19:12.8154146,2023-07-05 03:51:15.4771823
7845208a-090f-430d-99e5-92c065be0129,0,,227,6304.9999978326778,3631.5548722688395,20.773062186246534,20.773062186246079,0,,,2024-09-09 00:00:00.0000000,Andy Plantman,2024-09-10 23:03:05.7230776,2024-09-10 23:02:56.9316095
7845c78f-2188-4c86-a707-c8006d1b122d,0,,142,4465.8921420456745,2001.9791222481988,18.105349,18.231812000000001,0,,,2022-11-02 00:00:00.0000000,The Farm,2024-08-12 20:29:25.1196956,2023-07-06 22:23:36.3838894
791cfe67-95ea-4ef1-ad67-bf3b0c41cc15,0,,137,6468.1923999999999,3138.8991999999998,22.494523999999998,21.39723,0,,,2023-04-14 00:00:00.0000000,Plant Group Hawaii,2023-07-23 18:06:11.9323173,2023-07-06 05:15:11.5262828
7a04d12d-a78d-42b5-b665-f148bbd6a120,0,,48,3689.9559080660229,988.1369880794465,17.067667647183043,17.965965944403024,0,,,2023-03-11 00:00:00.0000000,Garden Exchange,2023-07-06 23:22:37.4760376,2023-05-28 04:46:18.6441473
